Title: The Hobbit: The Desolation of Smaug. Year: 2013. Scores: 4. AvgScore: 0,710000; TotalQuantity: 546608. [Score(score=0.66, quantity=44), Score(score=0.6, quantity=1), Score(score=0.78, quantity=175290), Score(score=0.8, quantity=371273)]
Title: Premium Rush. Year: 2012. Scores: 4. AvgScore: 0,710000; TotalQuantity: 100889. [Score(score=0.66, quantity=36), Score(score=0.9, quantity=1), Score(score=0.63, quantity=16781), Score(score=0.65, quantity=84071)]
Title: Men in Black 3. Year: 2012. Scores: 2. AvgScore: 0,685000; TotalQuantity: 300734. [Score(score=0.6799999999999999, quantity=82287), Score(score=0.6900000000000001, quantity=218447)]
Title: Save the Date. Year: 2012. Scores: 4. AvgScore: 0,552500; TotalQuantity: 5770. [Score(score=0.54, quantity=17), Score(score=0.5, quantity=1), Score(score=0.6, quantity=1433), Score(score=0.5700000000000001, quantity=4319)]
Title: Lo Imposible. Year: 2012. Scores: 2. AvgScore: 0,750000; TotalQuantity: 206273. [Score(score=0.74, quantity=83299), Score(score=0.76, quantity=122974)]
Title: Nine. Year: 2009. Scores: 4. AvgScore: 0,530000; TotalQuantity: 75887. [Score(score=0.49, quantity=33), Score(score=0.3, quantity=1), Score(score=0.74, quantity=41178), Score(score=0.5900000000000001, quantity=34675)]
Title: Gran Torino. Year: 2008. Scores: 4. AvgScore: 0,815000; TotalQuantity: 747765. [Score(score=0.72, quantity=34), Score(score=0.9, quantity=1), Score(score=0.82, quantity=287271), Score(score=0.82, quantity=460459)]
Title: The Best Exotic Marigold Hotel. Year: 2011. Scores: 2. AvgScore: 0,720000; TotalQuantity: 74173. [Score(score=0.71, quantity=15820), Score(score=0.73, quantity=58353)]
Title: Final Destination. Year: 2000. Scores: 4. AvgScore: 0,477500; TotalQuantity: 307994. [Score(score=0.36, quantity=28), Score(score=0.2, quantity=1), Score(score=0.67, quantity=153033), Score(score=0.6799999999999999, quantity=154932)]
Title: Argo. Year: 2012. Scores: 4. AvgScore: 0,842500; TotalQuantity: 456965. [Score(score=0.86, quantity=45), Score(score=1.0, quantity=1), Score(score=0.73, quantity=93165), Score(score=0.78, quantity=363754)]
Title: Daybreakers. Year: 2009. Scores: 2. AvgScore: 0,630000; TotalQuantity: 125086. [Score(score=0.61, quantity=30455), Score(score=0.65, quantity=94631)]
Title: Dans la maison. Year: 2012. Scores: 2. AvgScore: 0,725000; TotalQuantity: 29017. [Score(score=0.71, quantity=11402), Score(score=0.74, quantity=17615)]
Title: Now You See Me. Year: 2013. Scores: 4. AvgScore: 0,592500; TotalQuantity: 504260. [Score(score=0.5, quantity=35), Score(score=0.4, quantity=1), Score(score=0.74, quantity=156064), Score(score=0.73, quantity=348160)]
Title: Jak rozpętałem drugą wojnę światową. Year: 1969. Scores: 2. AvgScore: 0,790000; TotalQuantity: 371686. [Score(score=0.79, quantity=185843), Score(score=0.79, quantity=185843)]
Title: The Informant!. Year: 2009. Scores: 4. AvgScore: 0,702500; TotalQuantity: 52775. [Score(score=0.66, quantity=37), Score(score=0.9, quantity=1), Score(score=0.6, quantity=4739), Score(score=0.65, quantity=47998)]
Title: The Bourne Legacy. Year: 2012. Scores: 4. AvgScore: 0,635000; TotalQuantity: 232834. [Score(score=0.61, quantity=42), Score(score=0.6, quantity=1), Score(score=0.6599999999999999, quantity=41322), Score(score=0.67, quantity=191469)]
Title: Wesele. Year: 2004. Scores: 2. AvgScore: 0,760000; TotalQuantity: 155363. [Score(score=0.75, quantity=153615), Score(score=0.77, quantity=1748)]
Title: The Fast and the Furious. Year: 2001. Scores: 4. AvgScore: 0,595000; TotalQuantity: 400820. [Score(score=0.58, quantity=29), Score(score=0.4, quantity=1), Score(score=0.74, quantity=186361), Score(score=0.6599999999999999, quantity=214429)]
Title: Fracture. Year: 2007. Scores: 4. AvgScore: 0,717500; TotalQuantity: 202466. [Score(score=0.68, quantity=35), Score(score=0.7, quantity=1), Score(score=0.77, quantity=79973), Score(score=0.72, quantity=122457)]
Title: Erin Brockovich. Year: 2000. Scores: 4. AvgScore: 0,705000; TotalQuantity: 162166. [Score(score=0.73, quantity=117360), Score(score=0.73, quantity=35), Score(score=0.6, quantity=1), Score(score=0.76, quantity=44770)]
Title: Columbus Circle. Year: 2012. Scores: 2. AvgScore: 0,595000; TotalQuantity: 10541. [Score(score=0.6, quantity=2854), Score(score=0.5900000000000001, quantity=7687)]
Title: Flight. Year: 2012. Scores: 4. AvgScore: 0,782500; TotalQuantity: 311285. [Score(score=0.76, quantity=40), Score(score=0.9, quantity=1), Score(score=0.74, quantity=83988), Score(score=0.73, quantity=227256)]
Title: Jesteś Bogiem. Year: 2012. Scores: 2. AvgScore: 0,680000; TotalQuantity: 133235. [Score(score=0.6799999999999999, quantity=132299), Score(score=0.6799999999999999, quantity=936)]
Title: Dallas Buyers Club. Year: 2013. Scores: 4. AvgScore: 0,780000; TotalQuantity: 324752. [Score(score=0.84, quantity=47), Score(score=0.7, quantity=1), Score(score=0.78, quantity=88887), Score(score=0.8, quantity=235817)]
Title: Ocean's Twelve. Year: 2004. Scores: 4. AvgScore: 0,660000; TotalQuantity: 332672. [Score(score=0.58, quantity=39), Score(score=0.7, quantity=1), Score(score=0.72, quantity=95648), Score(score=0.64, quantity=236984)]
Title: Scott Pilgrim vs. the World. Year: 2010. Scores: 4. AvgScore: 0,777500; TotalQuantity: 256048. [Score(score=0.69, quantity=38), Score(score=1.0, quantity=1), Score(score=0.67, quantity=28463), Score(score=0.75, quantity=227546)]
Title: Katyń. Year: 2007. Scores: 2. AvgScore: 0,690000; TotalQuantity: 186084. [Score(score=0.6799999999999999, quantity=174767), Score(score=0.7, quantity=11317)]
Title: Thirteen. Year: 2003. Scores: 4. AvgScore: 0,645000; TotalQuantity: 84927. [Score(score=0.7, quantity=37), Score(score=0.5, quantity=1), Score(score=0.6900000000000001, quantity=24601), Score(score=0.6900000000000001, quantity=60288)]
Title: Znachor. Year: 1981. Scores: 2. AvgScore: 0,775000; TotalQuantity: 83958. [Score(score=0.76, quantity=83016), Score(score=0.79, quantity=942)]
Title: Home Alone 2: Lost in New York. Year: 1992. Scores: 2. AvgScore: 0,665000; TotalQuantity: 316412. [Score(score=0.6799999999999999, quantity=162879), Score(score=0.65, quantity=153533)]
Title: The Family. Year: 2013. Scores: 4. AvgScore: 0,575000; TotalQuantity: 94158. [Score(score=0.42, quantity=32), Score(score=0.6, quantity=1), Score(score=0.65, quantity=22996), Score(score=0.63, quantity=71129)]
Title: Dragonfly. Year: 2002. Scores: 4. AvgScore: 0,417500; TotalQuantity: 50100. [Score(score=0.25, quantity=33), Score(score=0.1, quantity=1), Score(score=0.72, quantity=20782), Score(score=0.6, quantity=29284)]
Title: Tato. Year: 1995. Scores: 2. AvgScore: 0,735000; TotalQuantity: 68686. [Score(score=0.76, quantity=68052), Score(score=0.71, quantity=634)]
Title: Intolerable Cruelty. Year: 2003. Scores: 4. AvgScore: 0,710000; TotalQuantity: 89439. [Score(score=0.71, quantity=40), Score(score=0.9, quantity=1), Score(score=0.6, quantity=21256), Score(score=0.63, quantity=68142)]
Title: 21 and Over. Year: 2013. Scores: 4. AvgScore: 0,435000; TotalQuantity: 75748. [Score(score=0.34, quantity=21), Score(score=0.2, quantity=1), Score(score=0.61, quantity=25984), Score(score=0.5900000000000001, quantity=49742)]
Title: Despicable Me. Year: 2010. Scores: 4. AvgScore: 0,685000; TotalQuantity: 340561. [Score(score=0.72, quantity=35), Score(score=0.5, quantity=1), Score(score=0.75, quantity=48607), Score(score=0.77, quantity=291918)]
Title: Poranek kojota. Year: 2001. Scores: 2. AvgScore: 0,695000; TotalQuantity: 162227. [Score(score=0.73, quantity=161073), Score(score=0.6599999999999999, quantity=1154)]
Title: The Angels' Share. Year: 2012. Scores: 2. AvgScore: 0,680000; TotalQuantity: 29946. [Score(score=0.6599999999999999, quantity=14674), Score(score=0.7, quantity=15272)]
Title: American Hustle. Year: 2013. Scores: 4. AvgScore: 0,827500; TotalQuantity: 361494. [Score(score=0.9, quantity=47), Score(score=1.0, quantity=1), Score(score=0.6799999999999999, quantity=81790), Score(score=0.73, quantity=279656)]
Title: Frozen. Year: 2013. Scores: 4. AvgScore: 0,797500; TotalQuantity: 405353. [Score(score=0.74, quantity=43), Score(score=0.9, quantity=1), Score(score=0.78, quantity=100291), Score(score=0.77, quantity=305018)]
Title: Zatōichi. Year: 2003. Scores: 2. AvgScore: 0,750000; TotalQuantity: 48371. [Score(score=0.74, quantity=11439), Score(score=0.76, quantity=36932)]
Title: Sęp. Year: 2012. Scores: 2. AvgScore: 0,680000; TotalQuantity: 97414. [Score(score=0.6799999999999999, quantity=48707), Score(score=0.6799999999999999, quantity=48707)]
Title: Astérix & Obélix: Mission Cléopâtre. Year: 2002. Scores: 2. AvgScore: 0,690000; TotalQuantity: 189803. [Score(score=0.72, quantity=157221), Score(score=0.6599999999999999, quantity=32582)]
Title: Vinci. Year: 2004. Scores: 2. AvgScore: 0,705000; TotalQuantity: 189891. [Score(score=0.71, quantity=188134), Score(score=0.7, quantity=1757)]
Title: Alexandra's Project. Year: 2003. Scores: 2. AvgScore: 0,660000; TotalQuantity: 5492. [Score(score=0.6599999999999999, quantity=1532), Score(score=0.6599999999999999, quantity=3960)]
Title: Zack and Miri Make a Porno. Year: 2008. Scores: 4. AvgScore: 0,585000; TotalQuantity: 172871. [Score(score=0.56, quantity=33), Score(score=0.5, quantity=1), Score(score=0.61, quantity=36083), Score(score=0.67, quantity=136754)]
Title: Gegen die Wand. Year: 2004. Scores: 2. AvgScore: 0,795000; TotalQuantity: 46749. [Score(score=0.79, quantity=9821), Score(score=0.8, quantity=36928)]
Title: American Reunion. Year: 2012. Scores: 4. AvgScore: 0,565000; TotalQuantity: 250676. [Score(score=0.49, quantity=34), Score(score=0.4, quantity=1), Score(score=0.6900000000000001, quantity=99247), Score(score=0.6799999999999999, quantity=151394)]
Title: Rozmowy kontrolowane. Year: 1991. Scores: 2. AvgScore: 0,735000; TotalQuantity: 46951. [Score(score=0.75, quantity=46310), Score(score=0.72, quantity=641)]
Title: The Big Year. Year: 2011. Scores: 4. AvgScore: 0,610000; TotalQuantity: 37797. [Score(score=0.53, quantity=29), Score(score=0.7, quantity=1), Score(score=0.5900000000000001, quantity=7711), Score(score=0.62, quantity=30056)]
Title: The Princess and the Frog. Year: 2009. Scores: 4. AvgScore: 0,665000; TotalQuantity: 104330. [Score(score=0.73, quantity=29), Score(score=0.5, quantity=1), Score(score=0.71, quantity=30449), Score(score=0.72, quantity=73851)]
Title: Spread. Year: 2009. Scores: 4. AvgScore: 0,520000; TotalQuantity: 70654. [Score(score=0.43, quantity=13), Score(score=0.5, quantity=1), Score(score=0.5599999999999999, quantity=41566), Score(score=0.5900000000000001, quantity=29074)]
Title: Ruby Sparks. Year: 2012. Scores: 4. AvgScore: 0,740000; TotalQuantity: 72603. [Score(score=0.67, quantity=40), Score(score=0.9, quantity=1), Score(score=0.67, quantity=6704), Score(score=0.72, quantity=65858)]
Title: Les Infidèles. Year: 2012. Scores: 2. AvgScore: 0,475000; TotalQuantity: 13387. [Score(score=0.42000000000000004, quantity=7838), Score(score=0.53, quantity=5549)]
Title: Savages. Year: 2012. Scores: 4. AvgScore: 0,647500; TotalQuantity: 117758. [Score(score=0.59, quantity=41), Score(score=0.7, quantity=1), Score(score=0.65, quantity=25257), Score(score=0.65, quantity=92459)]
Title: Here Comes the Boom. Year: 2012. Scores: 4. AvgScore: 0,552500; TotalQuantity: 79175. [Score(score=0.4, quantity=26), Score(score=0.5, quantity=1), Score(score=0.6599999999999999, quantity=13867), Score(score=0.65, quantity=65281)]
Title: Tangled. Year: 2010. Scores: 4. AvgScore: 0,742500; TotalQuantity: 325377. [Score(score=0.71, quantity=34), Score(score=0.7, quantity=1), Score(score=0.77, quantity=106608), Score(score=0.79, quantity=218734)]
Title: Ile waży koń trojański?. Year: 2008. Scores: 2. AvgScore: 0,590000; TotalQuantity: 56798. [Score(score=0.5700000000000001, quantity=481), Score(score=0.61, quantity=56317)]
Title: Elles. Year: 2011. Scores: 2. AvgScore: 0,545000; TotalQuantity: 36690. [Score(score=0.52, quantity=32442), Score(score=0.5700000000000001, quantity=4248)]
Title: Bachelorette. Year: 2012. Scores: 4. AvgScore: 0,612500; TotalQuantity: 52171. [Score(score=0.53, quantity=30), Score(score=0.9, quantity=1), Score(score=0.49000000000000005, quantity=20285), Score(score=0.53, quantity=31855)]
Title: Carnage. Year: 2011. Scores: 4. AvgScore: 0,610000; TotalQuantity: 161291. [Score(score=0.61, quantity=40), Score(score=0.4, quantity=1), Score(score=0.71, quantity=78085), Score(score=0.72, quantity=83165)]
